instance,family,lemma_id,clause,length,origin,support,structural_check,structural_ok,implication_verdict,implication_ms,verification_solver,accepted,verification_log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,229,-62 -64,2,exact_r_family,57 58 59 60 61 62 63 64,family_clause_replayed,True,UNSATISFIABLE,19.962131,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00229.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,230,-63 -64,2,exact_r_family,57 58 59 60 61 62 63 64,family_clause_replayed,True,UNSATISFIABLE,20.312437,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00230.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,231,57 58 59 60 61 62 63 64,8,exact_r_family,57 58 59 60 61 62 63 64,family_clause_replayed,True,UNSATISFIABLE,20.171529,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00231.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,232,-65 -66,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,37.410469,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00232.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,233,-65 -67,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,19.073286,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00233.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,234,-65 -68,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,19.098356,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00234.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,235,-65 -69,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,18.970571,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00235.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,236,-65 -70,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,18.82355,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00236.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,237,-65 -71,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,19.091875,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00237.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,238,-65 -72,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,17.783365,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00238.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,239,-66 -67,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,17.98586,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00239.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,240,-66 -68,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,18.112757,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00240.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,241,-66 -69,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,18.961166,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00241.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,242,-66 -70,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,18.705347,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00242.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,243,-66 -71,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,19.196396,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00243.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,244,-66 -72,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,19.950281,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00244.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,245,-67 -68,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,19.527219,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00245.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,246,-67 -69,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,19.44443,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00246.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,247,-67 -70,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,19.94459,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00247.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,248,-67 -71,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,18.847555,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00248.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,249,-67 -72,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,19.232605,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00249.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,250,-68 -69,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,18.792499,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00250.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,251,-68 -70,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,17.852237,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00251.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,252,-68 -71,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,19.549585,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00252.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,253,-68 -72,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,19.029445,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00253.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,254,-69 -70,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,18.761078,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00254.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,255,-69 -71,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,17.879301,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00255.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,256,-69 -72,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,18.328672,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00256.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,257,-70 -71,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,18.048975,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00257.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,258,-70 -72,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,35.101736,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00258.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,259,-71 -72,2,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,19.018949,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00259.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,260,65 66 67 68 69 70 71 72,8,exact_r_family,65 66 67 68 69 70 71 72,family_clause_replayed,True,UNSATISFIABLE,19.154564,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00260.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,261,-1 -9,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,19.232393,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00261.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,262,-1 -17,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.449513,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00262.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,263,-1 -25,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.740451,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00263.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,264,-1 -33,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.890282,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00264.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,265,-1 -41,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.772805,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00265.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,266,-1 -49,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,19.03088,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00266.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,267,-1 -57,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,19.08704,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00267.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,268,-1 -65,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.782709,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00268.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,269,-9 -17,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,19.013719,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00269.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,270,-9 -25,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,19.290984,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00270.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,271,-9 -33,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,19.235307,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00271.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,272,-9 -41,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.767733,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00272.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,273,-9 -49,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.653579,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00273.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,274,-9 -57,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,20.442768,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00274.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,275,-9 -65,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.883032,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00275.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,276,-17 -25,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.844845,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00276.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,277,-17 -33,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.532354,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00277.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,278,-17 -41,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.7246,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00278.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,279,-17 -49,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,19.210584,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00279.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,280,-17 -57,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.259093,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00280.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,281,-17 -65,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.214485,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00281.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,282,-25 -33,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.002304,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00282.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,283,-25 -41,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.692823,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00283.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,284,-25 -49,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.752632,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00284.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,285,-25 -57,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.600786,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00285.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,286,-25 -65,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.606332,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00286.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,287,-33 -41,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.27335,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00287.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,288,-33 -49,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.524176,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00288.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,289,-33 -57,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.922629,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00289.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,290,-33 -65,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,19.803862,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00290.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,291,-41 -49,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.893253,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00291.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,292,-41 -57,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.548593,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00292.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,293,-41 -65,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,19.324316,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00293.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,294,-49 -57,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.580204,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00294.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,295,-49 -65,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,19.273206,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00295.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,296,-57 -65,2,capacity_family,1 9 17 25 33 41 49 57 65,family_clause_replayed,True,UNSATISFIABLE,18.976994,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00296.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,297,-2 -10,2,capacity_family,2 10 18 26 34 42 50 58 66,family_clause_replayed,True,UNSATISFIABLE,18.871079,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00297.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,298,-2 -18,2,capacity_family,2 10 18 26 34 42 50 58 66,family_clause_replayed,True,UNSATISFIABLE,18.69728,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00298.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,299,-2 -26,2,capacity_family,2 10 18 26 34 42 50 58 66,family_clause_replayed,True,UNSATISFIABLE,18.71952,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00299.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,300,-2 -34,2,capacity_family,2 10 18 26 34 42 50 58 66,family_clause_replayed,True,UNSATISFIABLE,19.095688,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00300.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,301,-2 -42,2,capacity_family,2 10 18 26 34 42 50 58 66,family_clause_replayed,True,UNSATISFIABLE,19.164228,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00301.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,302,-2 -50,2,capacity_family,2 10 18 26 34 42 50 58 66,family_clause_replayed,True,UNSATISFIABLE,19.290583,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00302.log
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,303,-2 -58,2,capacity_family,2 10 18 26 34 42 50 58 66,family_clause_replayed,True,UNSATISFIABLE,19.062956,kissat,True,/work/results/phase4b/20260816Tphase4bfallbacklemma01Z/logs/verification/010_hidden_pigeonhole_hidden_noise100_scale9_noise100__lemma00303.log
